sentence_id,words,labels
538,zenith,O
538,angles,O
538,and,O
538,GIR,O
538,angle,O
538,to,O
538,<,RELOP
538,100,QUANT
538,µrad,QUANT
538,.,O
539,The,O
539,mount,ENT
539,shall,O
539,limit,ACT
539,the,O
539,gravity,ATTR
539,deflection,ATTR
539,of,O
539,the,O
539,Direct,ENT
539,Gregorian,ENT
539,instrument,ENT
539,window,ENT
539,dRY,O
539,with,O
539,respect,O
539,to,O
539,OSS,O
539,coordinates,O
539,due,O
539,to,O
539,changing,O
539,zenith,O
539,angles,O
539,and,O
539,GIR,O
539,angle,O
539,to,O
539,<,RELOP
539,100,QUANT
539,µrad,QUANT
539,.,O
540,The,O
540,mount,ENT
540,shall,O
540,limit,ACT
540,the,O
540,gravity,ATTR
540,deflection,ATTR
540,of,O
540,the,O
540,Direct,ENT
540,Gregorian,ENT
540,instrument,ENT
540,window,ENT
540,dRZ,O
540,with,O
540,respect,O
540,to,O
540,OSS,O
540,coordinates,O
540,due,O
540,to,O
540,changing,O
540,zenith,O
540,angles,O
540,and,O
540,GIR,O
540,angle,O
540,to,O
540,<,RELOP
540,100,QUANT
540,µrad,QUANT
540,.,O
541,The,O
541,mount,ENT
541,shall,O
541,limit,ACT
541,the,O
541,gravity,ATTR
541,deflection,ATTR
541,of,O
541,the,O
541,Folder,ENT
541,Port,ENT
541,instrument,ENT
541,window,ENT
541,dX,O
541,with,O
541,respect,O
541,to,O
541,OSS,O
541,coordinates,O
541,due,O
541,to,O
541,changing,O
541,zenith,O
541,angles,O
541,and,O
541,GIR,O
541,angle,O
541,to,O
541,<,RELOP
541,0.5,QUANT
541,mm,QUANT
541,.,O
542,The,O
542,mount,ENT
542,shall,O
542,limit,ACT
542,the,O
542,gravity,ATTR
542,deflection,ATTR
542,of,O
542,the,O
542,Folder,ENT
542,Port,ENT
542,instrument,ENT
542,window,ENT
542,dY,O
542,with,O
542,respect,O
542,to,O
542,OSS,O
542,coordinates,O
542,due,O
542,to,O
542,changing,O
542,zenith,O
542,angles,O
542,and,O
542,GIR,O
542,angle,O
542,to,O
542,<,RELOP
542,0.5,QUANT
542,mm,QUANT
542,.,O
543,The,O
543,mount,ENT
543,shall,O
543,limit,ACT
543,the,O
543,gravity,ATTR
543,deflection,ATTR
543,of,O
543,the,O
543,Folder,ENT
543,Port,ENT
543,instrument,ENT
543,window,ENT
543,dZ,O
543,with,O
543,respect,O
543,to,O
543,OSS,O
543,coordinates,O
543,due,O
543,to,O
543,changing,O
543,zenith,O
543,angles,O
543,and,O
543,GIR,O
543,angle,O
543,to,O
543,<,RELOP
543,0.5,QUANT
543,mm,QUANT
543,.,O
544,The,O
544,mount,ENT
544,shall,O
544,limit,ACT
544,the,O
544,gravity,ATTR
544,deflection,ATTR
544,of,O
544,the,O
544,Folder,ENT
544,Port,ENT
544,instrument,ENT
544,window,ENT
544,dRX,O
544,with,O
544,respect,O
544,to,O
544,OSS,O
544,coordinates,O
544,due,O
544,to,O
544,changing,O
544,zenith,O
544,angles,O
544,and,O
544,GIR,O
544,angle,O
544,to,O
544,<,RELOP
544,100,QUANT
544,µrad,QUANT
544,.,O
545,The,O
545,mount,ENT
545,shall,O
545,limit,ACT
545,the,O
545,gravity,ATTR
545,deflection,ATTR
545,of,O
545,the,O
545,Folder,ENT
545,Port,ENT
545,instrument,ENT
545,window,ENT
545,dRY,O
545,with,O
545,respect,O
545,to,O
545,OSS,O
545,coordinates,O
545,due,O
545,to,O
545,changing,O
545,zenith,O
545,angles,O
545,and,O
545,GIR,O
545,angle,O
545,to,O
545,<,RELOP
545,100,QUANT
545,µrad,QUANT
545,.,O
546,The,O
546,mount,ENT
546,shall,O
546,limit,ACT
546,the,O
546,gravity,ATTR
546,deflection,ATTR
546,of,O
546,the,O
546,Folder,ENT
546,Port,ENT
546,instrument,ENT
546,window,ENT
546,dRZ,O
546,with,O
546,respect,O
546,to,O
546,OSS,O
546,coordinates,O
546,due,O
546,to,O
546,changing,O
546,zenith,O
546,angles,O
546,and,O
546,GIR,O
546,angle,O
546,to,O
546,<,RELOP
546,100,QUANT
546,µrad,QUANT
546,.,O
547,The,O
547,mount,ENT
547,shall,O
547,limit,ACT
547,the,O
547,gravity,ATTR
547,deflection,ATTR
547,of,O
547,the,O
547,IP,ENT
547,instrument,ENT
547,window,ENT
547,dX,O
547,with,O
547,respect,O
547,to,O
547,OSS,O
547,coordinates,O
547,due,O
547,to,O
547,changing,O
547,zenith,O
547,angles,O
547,and,O
547,GIR,O
547,angle,O
547,to,O
547,<,RELOP
547,0.5,QUANT
547,mm,QUANT
547,.,O
548,The,O
548,mount,ENT
548,shall,O
548,limit,ACT
548,the,O
548,gravity,ATTR
548,deflection,ATTR
548,of,O
548,the,O
548,IP,ENT
548,instrument,ENT
548,window,ENT
548,dY,O
548,with,O
548,respect,O
548,to,O
548,OSS,O
548,coordinates,O
548,due,O
548,to,O
548,changing,O
548,zenith,O
548,angles,O
548,and,O
548,GIR,O
548,angle,O
548,to,O
548,<,RELOP
548,0.5,QUANT
548,mm,QUANT
548,.,O
549,The,O
549,mount,ENT
549,shall,O
549,limit,ACT
549,the,O
549,gravity,ATTR
549,deflection,ATTR
549,of,O
549,the,O
549,IP,ENT
549,instrument,ENT
549,window,ENT
549,dZ,O
549,with,O
549,respect,O
549,to,O
549,OSS,O
549,coordinates,O
549,due,O
549,to,O
549,changing,O
549,zenith,O
549,angles,O
549,and,O
549,GIR,O
549,angle,O
549,to,O
549,<,RELOP
549,0.5,QUANT
549,mm,QUANT
549,.,O
550,The,O
550,mount,ENT
550,shall,O
550,limit,ACT
550,the,O
550,gravity,ATTR
550,deflection,ATTR
550,of,O
550,the,O
550,IP,ENT
550,instrument,ENT
550,window,ENT
550,dRX,O
550,with,O
550,respect,O
550,to,O
550,OSS,O
550,coordinates,O
550,due,O
550,to,O
550,changing,O
550,zenith,O
550,angles,O
550,and,O
550,GIR,O
550,angle,O
550,to,O
550,<,RELOP
550,100,QUANT
550,µrad,QUANT
550,.,O
551,The,O
551,mount,ENT
551,shall,O
551,limit,ACT
551,the,O
551,gravity,ATTR
551,deflection,ATTR
551,of,O
551,the,O
551,IP,ENT
551,instrument,ENT
551,window,ENT
551,dRY,O
551,with,O
551,respect,O
551,to,O
551,OSS,O
551,coordinates,O
551,due,O
551,to,O
551,changing,O
551,zenith,O
551,angles,O
551,and,O
551,GIR,O
551,angle,O
551,to,O
551,<,RELOP
551,100,QUANT
551,µrad,QUANT
551,.,O
552,The,O
552,mount,ENT
552,shall,O
552,limit,ACT
552,the,O
552,gravity,ATTR
552,deflection,ATTR
552,of,O
552,the,O
552,IP,ENT
552,instrument,ENT
552,window,ENT
552,dRZ,O
552,with,O
552,respect,O
552,to,O
552,OSS,O
552,coordinates,O
552,due,O
552,to,O
552,changing,O
552,zenith,O
552,angles,O
552,and,O
552,GIR,O
552,angle,O
552,to,O
552,<,RELOP
552,100,QUANT
552,µrad,QUANT
552,.,O
554,The,O
554,M1S,ENT
554,shall,O
554,have,O
554,a,O
554,range,ATTR
554,of,ATTR
554,motion,ATTR
554,in,O
554,the,O
554,M1,O
554,segment,O
554,Y,O
554,translation,O
554,degree,O
554,of,O
554,freedom,O
554,of,O
554,±,RELOP
554,4.75,QUANT
554,mm,QUANT
554,.,O
553,The,O
553,M1S,ENT
553,shall,O
553,have,O
553,a,O
553,range,ATTR
553,of,ATTR
553,motion,ATTR
553,in,O
553,the,O
553,M1,O
553,segment,O
553,X,O
553,translation,O
553,degree,O
553,of,O
553,freedom,O
553,of,O
553,±,RELOP
553,3,QUANT
553,mm,QUANT
553,.,O
555,The,O
555,M1S,ENT
555,shall,O
555,have,O
555,a,O
555,range,ATTR
555,of,ATTR
555,motion,ATTR
555,in,O
555,the,O
555,M1,O
555,segment,O
555,Z,O
555,translation,O
555,degree,O
555,of,O
555,freedom,O
555,of,O
555,±,RELOP
555,4,QUANT
555,mm,QUANT
555,.,O
556,The,O
556,M1S,ENT
556,shall,O
556,have,O
556,a,O
556,range,ATTR
556,of,ATTR
556,motion,ATTR
556,in,O
556,the,O
556,M1,O
556,segment,O
556,RX,O
556,rotation,O
556,degree,O
556,of,O
556,freedom,O
556,of,O
556,±,RELOP
556,650,QUANT
556,µrad,QUANT
556,.,O
557,The,O
557,M1S,ENT
557,shall,O
557,have,O
557,a,O
557,range,ATTR
557,of,ATTR
557,motion,ATTR
557,in,O
557,the,O
557,M1,O
557,segment,O
557,RY,O
557,rotation,O
557,degree,O
557,of,O
557,freedom,O
557,of,O
557,±,RELOP
557,575,QUANT
557,µrad,QUANT
557,.,O
558,The,O
558,M1S,ENT
558,shall,O
558,have,O
558,a,O
558,range,ATTR
558,of,ATTR
558,motion,ATTR
558,in,O
558,the,O
558,M1,O
558,segment,O
558,RZ,O
558,rotation,O
558,degree,O
558,of,O
558,freedom,O
558,of,O
558,±,RELOP
558,575,QUANT
558,µrad,QUANT
558,.,O
559,The,O
559,ASMS,ENT
559,and,O
559,FSMS,ENT
559,shall,O
559,have,O
559,a,O
559,range,ATTR
559,of,ATTR
559,motion,ATTR
559,in,O
559,the,O
559,M2,O
559,segment,O
559,X,O
559,translation,O
559,degree,O
559,of,O
559,freedom,O
559,of,O
559,±,RELOP
559,11,QUANT
559,mm,QUANT
559,.,O
560,The,O
560,ASMS,ENT
560,and,O
560,FSMS,ENT
560,shall,O
560,have,O
560,a,O
560,range,ATTR
560,of,ATTR
560,motion,ATTR
560,in,O
560,the,O
560,M2,O
560,segment,O
560,Y,O
560,translation,O
560,degree,O
560,of,O
560,freedom,O
560,of,O
560,±,RELOP
560,11,QUANT
560,mm,QUANT
560,.,O
561,The,O
561,ASMS,ENT
561,and,O
561,FSMS,ENT
561,shall,O
561,have,O
561,a,O
561,range,ATTR
561,of,ATTR
561,motion,ATTR
561,in,O
561,the,O
561,M2,O
561,segment,O
561,Z,O
561,translation,O
561,degree,O
561,of,O
561,freedom,O
561,of,O
561,±,RELOP
561,12,QUANT
561,mm,QUANT
561,.,O
562,The,O
562,ASMS,ENT
562,and,O
562,FSMS,ENT
562,shall,O
562,have,O
562,a,O
562,range,ATTR
562,of,ATTR
562,motion,ATTR
562,in,O
562,the,O
562,M2,O
562,segment,O
562,RX,O
562,rotation,O
562,degree,O
562,of,O
562,freedom,O
562,of,O
562,±,RELOP
562,3000,QUANT
562,µrad,QUANT
562,.,O
563,The,O
563,ASMS,ENT
563,and,O
563,FSMS,ENT
563,shall,O
563,have,O
563,a,O
563,range,ATTR
563,of,ATTR
563,motion,ATTR
563,in,O
563,the,O
563,M2,O
563,segment,O
563,RY,O
563,rotation,O
563,degree,O
563,of,O
563,freedom,O
563,of,O
563,±,RELOP
563,3000,QUANT
563,µrad,QUANT
563,.,O
564,The,O
564,ASMS,ENT
564,and,O
564,FSMS,ENT
564,shall,O
564,have,O
564,a,O
564,range,ATTR
564,of,ATTR
564,motion,ATTR
564,in,O
564,the,O
564,M2,O
564,segment,O
564,RZ,O
564,rotation,O
564,degree,O
564,of,O
564,freedom,O
564,of,O
564,±,RELOP
564,3000,QUANT
564,µrad,QUANT
564,.,O
565,The,O
565,M1,ENT
565,segment,ENT
565,mount,ENT
565,shall,O
565,have,O
565,a,O
565,range,ATTR
565,of,ATTR
565,motion,ATTR
565,in,O
565,the,O
565,M1,O
565,segment,O
565,motion,O
565,in,O
565,Y,O
565,respect,O
565,to,O
565,the,O
565,Cell,O
565,respect,O
565,to,O
565,M1-A,O
565,17,QUANT
565,mm,QUANT
565,.,O
566,The,O
566,M1,ENT
566,segment,ENT
566,mount,ENT
566,shall,O
566,have,O
566,a,O
566,range,ATTR
566,of,ATTR
566,motion,ATTR
566,in,O
566,the,O
566,M1,O
566,segment,O
566,motion,O
566,in,O
566,Z,O
566,respect,O
566,to,O
566,the,O
566,Cell,O
566,respect,O
566,to,O
566,M1-A,O
566,12,QUANT
566,mm,QUANT
566,.,O
567,The,O
567,M1,ENT
567,segment,ENT
567,mount,ENT
567,shall,O
567,have,O
567,a,O
567,range,ATTR
567,of,ATTR
567,motion,ATTR
567,in,O
567,the,O
567,M1,O
567,segment,O
567,motion,O
567,in,O
567,RX,O
567,respect,O
567,to,O
567,the,O
567,Cell,O
567,respect,O
567,to,O
567,M1-A,O
567,5,QUANT
567,µrad,QUANT
567,.,O
568,The,O
568,M1,ENT
568,segment,ENT
568,mount,ENT
568,shall,O
568,have,O
568,a,O
568,range,ATTR
568,of,ATTR
568,motion,ATTR
568,in,O
568,the,O
568,M1,O
568,segment,O
568,motion,O
568,in,O
568,RY,O
568,respect,O
568,to,O
568,the,O
568,Cell,O
568,respect,O
568,to,O
568,M1-A,O
568,5,QUANT
568,mrad,QUANT
568,.,O
569,The,O
569,M1,ENT
569,segment,ENT
569,mount,ENT
569,shall,O
569,have,O
569,a,O
569,range,ATTR
569,of,ATTR
569,motion,ATTR
569,in,O
569,the,O
569,M1,O
569,segment,O
569,motion,O
569,in,O
569,RZ,O
569,respect,O
569,to,O
569,the,O
569,Cell,O
569,respect,O
569,to,O
569,M1-A,O
569,0.75,QUANT
569,µrad,QUANT
569,.,O
570,The,O
570,GMT,ENT
570,shall,O
570,slew,ACT
570,telescope,ACT
570,to,ACT
570,target,ACT
570,during,O
570,target,O
570,acquisition,O
570,in,O
570,Natural,O
570,Seeing,O
570,mode,O
570,in,O
570,a,O
570,maximum,RELOP
570,of,O
570,120,QUANT
570,sec,QUANT
570,.,O
571,The,O
571,GMT,ENT
571,shall,O
571,reconfigure,ACT
571,AGWS,ACT
571,during,O
571,target,O
571,acquisition,O
571,in,O
571,Natural,O
571,Seeing,O
571,mode,O
571,in,O
571,a,O
571,maximum,RELOP
571,of,O
571,45,QUANT
571,sec,QUANT
571,.,O
572,The,O
572,GMT,ENT
572,shall,O
572,reconfigure,ACT
572,enclosure,ACT
572,vents,ACT
572,during,O
572,target,O
572,acquisition,O
572,in,O
572,Natural,O
572,Seeing,O
572,mode,O
572,in,O
572,a,O
572,maximum,RELOP
572,of,O
572,300,QUANT
572,sec,QUANT
572,.,O
573,The,O
573,GMT,ENT
573,shall,O
573,reconfigure,ACT
573,wind,ACT
573,screen,ACT
573,during,O
573,target,O
573,acquisition,O
573,in,O
573,Natural,O
573,Seeing,O
573,mode,O
573,in,O
573,a,O
573,maximum,RELOP
573,of,O
573,120,QUANT
573,sec,QUANT
573,.,O
574,The,O
574,GMT,ENT
574,shall,O
574,rotate,ACT
574,enclosure,ACT
574,during,O
574,target,O
574,acquisition,O
574,in,O
574,Natural,O
574,Seeing,O
574,mode,O
574,in,O
574,a,O
574,maximum,RELOP
574,of,O
574,120,QUANT
574,sec,QUANT
574,.,O
575,The,O
575,GMT,ENT
575,shall,O
575,reconfigure,ACT
575,M3,ACT
575,(if,O
575,necessary),O
575,during,O
575,target,O
575,acquisition,O
575,in,O
575,Natural,O
575,Seeing,O
575,mode,O
575,in,O
575,a,O
575,maximum,RELOP
575,of,O
575,300,QUANT
575,sec,QUANT
575,.,O
576,The,O
576,GMT,ENT
576,shall,O
576,reconfigure,ACT
576,C-DAC,ACT
576,(if,O
576,necessary),O
576,during,O
576,target,O
576,acquisition,O
576,in,O
576,Natural,O
576,Seeing,O
576,mode,O
576,in,O
576,a,O
576,maximum,RELOP
576,of,O
576,300,QUANT
576,sec,QUANT
576,.,O
577,The,O
577,GMT,ENT
577,shall,O
577,reconfigure,ACT
577,instrument,ACT
577,(if,O
577,necessary),O
577,during,O
577,target,O
577,acquisition,O
577,in,O
577,Natural,O
577,Seeing,O
577,mode,O
577,in,O
577,a,O
577,maximum,RELOP
577,of,O
577,300,QUANT
577,sec,QUANT
577,.,O
578,The,O
578,GMT,ENT
578,shall,O
578,make,ACT
578,stack,ACT
578,and,ACT
578,center,ACT
578,measurements,ACT
578,during,O
578,target,O
578,acquisition,O
578,in,O
578,Natural,O
578,Seeing,O
578,mode,O
578,in,O
578,a,O
578,maximum,RELOP
578,of,O
578,5,QUANT
578,sec,QUANT
578,.,O
579,The,O
579,GMT,ENT
579,shall,O
579,center,ACT
579,and,ACT
579,stack,ACT
579,acquisition,ACT
579,star,ACT
579,during,O
579,target,O
579,acquisition,O
579,in,O
579,Natural,O
579,Seeing,O
579,mode,O
579,in,O
579,a,O
579,maximum,RELOP
579,of,O
579,5,QUANT
579,sec,QUANT
579,.,O
580,The,O
580,GMT,ENT
580,shall,O
580,identify,ACT
580,and,ACT
580,center,ACT
580,science,ACT
580,target,ACT
580,during,O
580,target,O
580,acquisition,O
580,in,O
580,Natural,O
580,Seeing,O
580,mode,O
580,in,O
580,a,O
580,maximum,RELOP
580,of,O
580,120,QUANT
580,sec,QUANT
580,.,O
581,The,O
581,GMT,ENT
581,shall,ACT
581,slew,ACT
581,telescope,ACT
581,to,ACT
581,target,ACT
581,during,O
581,target,O
581,acquisition,O
581,in,O
581,GLAO,O
581,mode,O
581,in,O
581,a,O
581,maximum,RELOP
581,of,O
581,120,QUANT
581,sec,QUANT
581,.,O
582,The,O
582,GMT,ENT
582,shall,O
582,reconfigure,ACT
582,AGWS,ACT
582,during,O
582,target,O
582,acquisition,O
582,in,O
582,GLAO,O
582,mode,O
582,in,O
582,a,O
582,maximum,RELOP
582,of,O
582,45,QUANT
582,sec,QUANT
582,.,O
583,The,O
583,GMT,ENT
583,shall,O
583,reconfigure,ACT
583,enclosure,ACT
583,vents,ACT
583,during,O
583,target,O
583,acquisition,O
583,in,O
583,GLAO,O
583,mode,O
583,in,O
583,a,O
583,maximum,RELOP
583,of,O
583,300,QUANT
583,sec,QUANT
583,.,O
584,The,O
584,GMT,ENT
584,shall,O
584,reconfigure,ACT
584,wind,ACT
584,screen,ACT
584,during,O
584,target,O
584,acquisition,O
584,in,O
584,GLAO,O
584,mode,O
584,in,O
584,a,O
584,maximum,RELOP
584,of,O
584,120,QUANT
584,sec,QUANT
584,.,O
585,The,O
585,GMT,ENT
585,shall,O
585,rotate,ACT
585,enclosure,ACT
585,during,O
585,target,O
585,acquisition,O
585,in,O
585,GLAO,O
585,mode,O
585,in,O
585,a,O
585,maximum,RELOP
585,of,O
585,120,QUANT
585,sec,QUANT
585,.,O
586,The,O
586,GMT,ENT
586,shall,O
586,reconfigure,ACT
586,M3,ACT
586,(if,O
586,necessary),O
586,during,O
586,target,O
586,acquisition,O
586,in,O
586,GLAO,O
586,mode,O
586,in,O
586,a,O
586,maximum,RELOP
586,of,O
586,300,QUANT
586,sec,QUANT
586,.,O
587,The,O
587,GMT,ENT
587,shall,O
587,reconfigure,ACT
587,C-DAC,ACT
587,(if,O
587,necessary),O
587,during,O
587,target,O
587,acquisition,O
587,in,O
587,GLAO,O
587,mode,O
587,in,O
587,a,O
587,maximum,RELOP
587,of,O
587,300,QUANT
587,sec,QUANT
587,.,O
588,The,O
588,GMT,ENT
588,shall,O
588,reconfigure,ACT
588,instrument,ACT
588,(if,O
588,necessary),O
588,during,O
588,target,O
588,acquisition,O
588,in,O
588,GLAO,O
588,mode,O
588,in,O
588,a,O
588,maximum,RELOP
588,of,O
588,300,QUANT
588,sec,QUANT
588,.,O
589,The,O
589,GMT,ENT
589,shall,O
589,make,ACT
589,stack,ACT
589,and,ACT
589,center,ACT
589,measurements,ACT
589,during,O
589,target,O
589,acquisition,O
589,in,O
589,GLAO,O
589,mode,O
589,in,O
589,a,O
589,maximum,RELOP
589,of,O
589,5,QUANT
589,sec,QUANT
589,.,O
590,The,O
590,GMT,ENT
590,shall,O
590,identify,ACT
590,and,ACT
590,center,ACT
590,science,ACT
590,target,ACT
590,during,O
590,target,O
590,acquisition,O
590,in,O
590,GLAO,O
590,mode,O
590,in,O
590,a,O
590,maximum,RELOP
590,of,O
590,120,QUANT
590,sec,QUANT
590,.,O
591,The,O
591,GMT,ENT
591,shall,O
591,slew,ACT
591,telescope,ACT
591,to,ACT
591,target,ACT
591,during,O
591,target,O
591,acquisition,O
591,in,O
591,NGAO,O
591,mode,O
591,in,O
591,a,O
591,maximum,RELOP
591,of,O
591,120,QUANT
591,sec,QUANT
591,.,O
592,The,O
592,GMT,ENT
592,shall,O
592,reconfigure,ACT
592,AGWS,ACT
592,during,O
592,target,O
592,acquisition,O
592,in,O
592,NGAO,O
592,mode,O
592,in,O
592,a,O
592,maximum,RELOP
592,of,O
592,45,QUANT
592,sec,QUANT
592,.,O
593,The,O
593,GMT,ENT
593,shall,O
593,reconfigure,ACT
593,enclosure,ACT
593,vents,ACT
593,during,O
593,target,O
593,acquisition,O
593,in,O
593,NGAO,O
593,mode,O
593,in,O
593,a,O
593,maximum,RELOP
593,of,O
593,300,QUANT
593,sec,QUANT
593,.,O
594,The,O
594,GMT,ENT
594,shall,O
594,reconfigure,ACT
594,wind,ACT
594,screen,ACT
594,during,O
594,target,O
594,acquisition,O
594,in,O
594,NGAO,O
594,mode,O
594,in,O
594,a,O
594,maximum,RELOP
594,of,O
594,120,QUANT
594,sec,QUANT
594,.,O
595,The,O
595,GMT,ENT
595,shall,O
595,rotate,ACT
595,enclosure,ACT
595,during,O
595,target,O
595,acquisition,O
595,in,O
595,NGAO,O
595,mode,O
595,in,O
595,a,O
595,maximum,RELOP
595,of,O
595,120,QUANT
595,sec,QUANT
595,.,O
596,The,O
596,GMT,ENT
596,shall,O
596,reconfigure,ACT
596,M3,ACT
596,(if,O
596,necessary),O
596,during,O
596,target,O
596,acquisition,O
596,in,O
596,NGAO,O
596,mode,O
596,in,O
596,a,O
596,maximum,RELOP
596,of,O
596,300,QUANT
596,sec,QUANT
596,.,O
597,The,O
597,GMT,ENT
597,shall,O
597,reconfigure,ACT
597,instrument,ACT
597,(if,O
597,necessary),O
597,during,O
597,target,O
597,acquisition,O
597,in,O
597,NGAO,O
597,mode,O
597,in,O
597,a,O
597,maximum,RELOP
597,of,O
597,300,QUANT
597,sec,QUANT
597,.,O
598,The,O
598,GMT,ENT
598,shall,O
598,use,ACT
598,TMS,ACT
598,to,ACT
598,correct,ACT
598,segment,ACT
598,alignmentduring,O
598,target,O
598,acquisition,O
598,in,O
598,NGAO,O
598,mode,O
598,in,O
598,a,O
598,maximum,RELOP
598,of,O
598,15,QUANT
598,sec,QUANT
598,.,O
599,The,O
599,GMT,ENT
599,shall,O
599,make,ACT
599,stack,ACT
599,and,ACT
599,center,ACT
599,measurements,ACT
599,during,O
599,target,O
599,acquisition,O
599,in,O
599,NGAO,O
599,mode,O
599,in,O
599,a,O
599,maximum,RELOP
599,of,O
599,5,QUANT
599,sec,QUANT
599,.,O
600,The,O
600,GMT,ENT
600,shall,O
600,center,ACT
600,and,ACT
600,stack,ACT
600,acquisition,ACT
600,star,ACT
600,during,O
600,target,O
600,acquisition,O
600,in,O
600,NGAO,O
600,mode,O
600,in,O
600,a,O
600,maximum,RELOP
600,of,O
600,5,QUANT
600,sec.,O
601,The,O
601,GMT,ENT
601,shall,O
601,center,ACT
601,NGAO,ACT
601,guide,ACT
601,star,ACT
601,during,O
601,target,O
601,acquisition,O
601,in,O
601,NGAO,O
601,mode,O
601,in,O
601,a,O
601,maximum,RELOP
601,of,O
601,10,QUANT
601,sec,QUANT
601,.,O
602,The,O
602,GMT,ENT
602,shall,O
602,center,ACT
602,NGAO,ACT
602,control,ACT
602,loops,ACT
602,during,O
602,target,O
602,acquisition,O
602,in,O
602,NGAO,O
602,mode,O
602,in,O
602,a,O
602,maximum,RELOP
602,of,O
602,10,QUANT
602,sec,QUANT
602,.,O
603,The,O
603,GMT,ENT
603,shall,O
603,identify,ACT
603,and,ACT
603,center,ACT
603,science,ACT
603,target,ACT
603,during,O
603,target,O
603,acquisition,O
603,in,O
603,NGAO,O
603,mode,O
603,in,O
603,a,O
603,maximum,RELOP
603,of,O
603,120,QUANT
603,sec,QUANT
603,.,O
604,The,O
604,GMT,ENT
604,shall,O
604,slew,ACT
604,telescope,ACT
604,to,ACT
604,target,ACT
604,during,O
604,target,O
604,acquisition,O
604,in,O
604,LTAO,O
604,mode,O
604,in,O
604,a,O
604,maximum,RELOP
604,of,O
604,120,QUANT
604,sec,QUANT
604,.,O
605,The,O
605,GMT,ENT
605,shall,O
605,reconfigure,ACT
605,AGWS,ACT
605,during,O
605,target,O
605,acquisition,O
605,in,O
605,LTAO,O
605,mode,O
605,in,O
605,a,O
605,maximum,RELOP
605,of,O
605,45,QUANT
605,sec,QUANT
605,.,O
606,The,O
606,GMT,ENT
606,shall,O
606,reconfigure,ACT
606,enclosure,ACT
606,vents,ACT
606,during,O
606,target,O
606,acquisition,O
606,in,O
606,LTAO,O
606,mode,O
606,in,O
606,a,O
606,maximum,RELOP
606,of,O
606,300,QUANT
606,sec,QUANT
606,.,O
607,The,O
607,GMT,ENT
607,shall,O
607,reconfigure,ACT
607,wind,ACT
607,screen,ACT
607,during,O
607,target,O
607,acquisition,O
607,in,O
607,LTAO,O
607,mode,O
607,in,O
607,a,O
607,maximum,RELOP
607,of,O
607,120,QUANT
607,sec,QUANT
607,.,O
608,The,O
608,GMT,ENT
608,shall,O
608,rotate,ACT
608,enclosure,ACT
608,during,O
608,target,O
608,acquisition,O
608,in,O
608,LTAO,O
608,mode,O
608,in,O
608,a,O
608,maximum,RELOP
608,of,O
608,120,QUANT
608,sec,QUANT
608,.,O
609,The,O
609,GMT,ENT
609,shall,O
609,reconfigure,ACT
609,M3,ACT
609,(if,O
609,necessary),O
609,during,O
609,target,O
609,acquisition,O
609,in,O
609,LTAO,O
609,mode,O
609,in,O
609,a,O
609,maximum,RELOP
609,of,O
609,300,QUANT
609,sec,QUANT
609,.,O
610,The,O
610,GMT,ENT
610,shall,O
610,reconfigure,ACT
610,C-DAC,ACT
610,(if,O
610,necessary),O
610,during,O
610,target,O
610,acquisition,O
610,in,O
610,LTAO,O
610,mode,O
610,in,O
610,a,O
610,maximum,RELOP
610,of,O
610,300,QUANT
610,sec,QUANT
610,.,O
611,The,O
611,GMT,ENT
611,shall,O
611,reconfigure,ACT
611,instrument,ACT
611,(if,O
611,necessary),O
611,during,O
611,target,O
611,acquisition,O
611,in,O
611,LTAO,O
611,mode,O
611,in,O
611,a,O
611,maximum,RELOP
611,of,O
611,300,QUANT
611,sec,QUANT
611,.,O
612,The,O
612,GMT,ENT
612,shall,O
612,use,O
612,TMS,O
612,to,O
612,correct,ACT
612,segment,ACT
612,alignment,ACT
612,during,O
612,target,O
612,acquisition,O
612,in,O
612,LTAO,O
612,mode,O
612,in,O
612,a,O
612,maximum,RELOP
612,of,O
612,15,QUANT
612,sec,QUANT
612,.,O
613,The,O
613,GMT,ENT
613,shall,O
613,make,ACT
613,stack,ACT
613,and,ACT
613,center,ACT
613,measurements,ACT
613,during,O
613,target,O
613,acquisition,O
613,in,O
613,LTAO,O
613,mode,O
613,in,O
613,a,O
613,maximum,RELOP
613,of,O
613,5,QUANT
613,sec,QUANT
613,.,O
614,The,O
614,SKA1_Low,ENT
614,array,ENT
614,shall,O
614,have,O
614,sensitivity,ATTR
614,per,ATTR
614,polarization,ATTR
614,at,ATTR
614,zenith,ATTR
614,greater,RELOP
614,than,RELOP
614,72,QUANT
614,m2K-1,QUANT
614,at,O
614,50MHz,O
614,when,O
614,assuming,O
614,a,O
614,sky,O
614,noise,O
614,temperature,O
614,following,O
614,the,O
614,law,O
614,60.lamda2.,O
615,The,O
615,SKA1_Low,ENT
615,array,ENT
615,shall,O
615,have,O
615,a,O
615,sensitivity,ATTR
615,per,ATTR
615,polarization,ATTR
615,at,ATTR
615,zenith,ATTR
615,greater,RELOP
615,than,RELOP
615,380,QUANT
615,m2K-1,QUANT
615,at,O
615,100,O
615,MHz,O
615,when,O
615,assuming,O
615,a,O
615,sky,O
615,noise,O
615,temperature,O
615,following,O
615,the,O
615,law,O
615,60.lambda^2.55,O
616,The,O
616,SKA1_Low,ATTR
616,array,ATTR
616,shall,O
616,have,O
